"question","generated_sql","type","answer","is_valid"
"Lịch sử hóa đơn đã thanh toán tháng 8 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 8 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 8 của tôi (v7)","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 8 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 8 (v7)","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 8 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
"Hợp đồng active sắp hết hạn trong 16 ngày (v1)","SELECT c.id AS contract_id, c.end_date, (c.end_date::date - CURRENT_DATE) AS days_remaining, u.full_name AS tenant_name, r.name AS room_name, p.name AS property_name FROM contracts c JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND c.end_date BETWEEN CURRENT_DATE AND (CURRENT_DATE + INTERVAL '16 day') ORDER BY c.end_date ASC LIMIT 100","SQL","","1"
"Tìm phòng ở Phú Nhuận từ 2000000 đến 4000000","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Phú%Nhuận%' AND r.price BETWEEN 2000000 AND 4000000 ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng loại ONE_BEDROOM ở Phú Nhuận (v1)","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Phú%Nhuận%' AND r.type = 'ONE_BEDROOM' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng gác lửng tại Phú Nhuận (v1)","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Phú%Nhuận%' AND LOWER(COALESCE(r.amenities,'')) LIKE '%gác lửng%' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Giao dịch blockchain tháng 8 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.payment_tx_hash, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 8 AND b.payment_tx_hash IS NOT NULL ORDER BY b.year DESC, b.month DESC LIMIT 30","SQL","","1"
"Hóa đơn tháng 9 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Tôi còn nợ hóa đơn tháng 9 không (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Lịch sử hóa đơn đã thanh toán tháng 9 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 9 của tôi (v7)","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 9 (v7)","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 9 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
"Hợp đồng active sắp hết hạn trong 17 ngày (v1)","SELECT c.id AS contract_id, c.end_date, (c.end_date::date - CURRENT_DATE) AS days_remaining, u.full_name AS tenant_name, r.name AS room_name, p.name AS property_name FROM contracts c JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND c.end_date BETWEEN CURRENT_DATE AND (CURRENT_DATE + INTERVAL '17 day') ORDER BY c.end_date ASC LIMIT 100","SQL","","1"
"Tìm phòng ở Bình Tân từ 2500000 đến 4500000","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Bình%Tân%' AND r.price BETWEEN 2500000 AND 4500000 ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng loại TWO_BEDROOM ở Bình Tân (v1)","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Bình%Tân%' AND r.type = 'TWO_BEDROOM' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng ban công tại Bình Tân (v1)","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Bình%Tân%' AND LOWER(COALESCE(r.amenities,'')) LIKE '%ban công%' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Giao dịch blockchain tháng 9 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.payment_tx_hash, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 9 AND b.payment_tx_hash IS NOT NULL ORDER BY b.year DESC, b.month DESC LIMIT 30","SQL","","1"
"Hóa đơn tháng 10 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Tôi còn nợ hóa đơn tháng 10 không (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Lịch sử hóa đơn đã thanh toán tháng 10 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 10 của tôi (v7)","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 10 (v7)","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 10 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
"Hợp đồng active sắp hết hạn trong 18 ngày (v1)","SELECT c.id AS contract_id, c.end_date, (c.end_date::date - CURRENT_DATE) AS days_remaining, u.full_name AS tenant_name, r.name AS room_name, p.name AS property_name FROM contracts c JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND c.end_date BETWEEN CURRENT_DATE AND (CURRENT_DATE + INTERVAL '18 day') ORDER BY c.end_date ASC LIMIT 100","SQL","","1"
"Tìm phòng ở Bình Chánh từ 3000000 đến 5000000","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Bình%Chánh%' AND r.price BETWEEN 3000000 AND 5000000 ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng loại SINGLE_ROOM ở Bình Chánh (v1)","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Bình%Chánh%' AND r.type = 'SINGLE_ROOM' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng nội thất tại Bình Chánh (v1)","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Bình%Chánh%' AND LOWER(COALESCE(r.amenities,'')) LIKE '%nội thất%' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Giao dịch blockchain tháng 10 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.payment_tx_hash, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 10 AND b.payment_tx_hash IS NOT NULL ORDER BY b.year DESC, b.month DESC LIMIT 30","SQL","","1"
"Hóa đơn tháng 11 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Tôi còn nợ hóa đơn tháng 11 không (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Lịch sử hóa đơn đã thanh toán tháng 11 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 11 của tôi (v7)","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 11 (v7)","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 11 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
"Hợp đồng active sắp hết hạn trong 19 ngày (v1)","SELECT c.id AS contract_id, c.end_date, (c.end_date::date - CURRENT_DATE) AS days_remaining, u.full_name AS tenant_name, r.name AS room_name, p.name AS property_name FROM contracts c JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND c.end_date BETWEEN CURRENT_DATE AND (CURRENT_DATE + INTERVAL '19 day') ORDER BY c.end_date ASC LIMIT 100","SQL","","1"
"Tìm phòng ở Nhà Bè từ 3500000 đến 5500000","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Nhà%Bè%' AND r.price BETWEEN 3500000 AND 5500000 ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng loại SHARED_ROOM ở Nhà Bè (v1)","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Nhà%Bè%' AND r.type = 'SHARED_ROOM' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Tìm phòng wifi tại Nhà Bè (v1)","SELECT r.id AS room_id, r.name, r.price, r.area, r.type, r.images, p.name AS property_name, p.address, p.district FROM rooms r JOIN properties p ON r.property_id = p.id WHERE r.status = 'AVAILABLE' AND p.status = 'APPROVED' AND p.district LIKE '%Nhà%Bè%' AND LOWER(COALESCE(r.amenities,'')) LIKE '%wifi%' ORDER BY r.price ASC LIMIT 10","SQL","","1"
"Giao dịch blockchain tháng 11 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.payment_tx_hash, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 11 AND b.payment_tx_hash IS NOT NULL ORDER BY b.year DESC, b.month DESC LIMIT 30","SQL","","1"
"Hóa đơn tháng 12 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 12 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Tôi còn nợ hóa đơn tháng 12 không (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.deadline, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 12 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 20","SQL","","1"
"Lịch sử hóa đơn đã thanh toán tháng 12 của tôi (v7)","SELECT b.id AS bill_id, b.month, b.year, b.total_amount, b.status, b.paid_at, r.name AS room_name FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id WHERE c.tenant_id = USER_ID_PLACEHOLDER AND b.month = 12 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status = 'PAID' ORDER BY b.paid_at DESC LIMIT 20","SQL","","1"
"Doanh thu đã thu tháng 12 của tôi (v7)","SELECT SUM(b.total_amount) AS total_revenue, COUNT(b.id) AS total_paid_bills, b.month, b.year FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND b.status = 'PAID' AND b.month = 12 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int GROUP BY b.month, b.year","SQL","","1"
"Danh sách khách nợ tiền tháng 12 (v7)","SELECT u.full_name AS tenant_name, u.phone_number, r.name AS room_name, p.name AS property_name, b.total_amount, b.status AS bill_status, b.deadline FROM bills b JOIN contracts c ON b.contract_id = c.id JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND b.month = 12 AND b.year = EXTRACT(YEAR FROM CURRENT_DATE)::int AND b.status IN ('UNPAID','LATE') ORDER BY b.deadline ASC LIMIT 100","SQL","","1"
"Hợp đồng active sắp hết hạn trong 20 ngày (v1)","SELECT c.id AS contract_id, c.end_date, (c.end_date::date - CURRENT_DATE) AS days_remaining, u.full_name AS tenant_name, r.name AS room_name, p.name AS property_name FROM contracts c JOIN rooms r ON c.room_id = r.id JOIN properties p ON r.property_id = p.id JOIN users u ON c.tenant_id = u.id WHERE p.landlord_id = USER_ID_PLACEHOLDER AND c.status = 'ACTIVE' AND c.end_date BETWEEN CURRENT_DATE AND (CURRENT_DATE + INTERVAL '20 day') ORDER BY c.end_date ASC LIMIT 100","SQL","","1"
